timestamp_utc,search_term,totalResultsLocal,totalResultsPC,total,first,last,COMBINED_SEARCH_TIME,PRIMA_LOCAL_SEARCH_TOTAL,PRIMA_LOCAL_INFO_FACETS_BUILD_DOCS_HIGHLIGHTS,CALL_SOLR_GET_IDS_LIST,BUILD_RESULTS_RETRIVE_FROM_DB,RETRIVE_FROM_DB_RECORDS,RETRIVE_FROM_DB_COURSE_INFO,RETRIVE_FROM_DB_RELATIONS,PC_SEARCH_TIME_TOTAL,PC_SEARCH_CALL_TIME,PC_BUILD_JSON_AND_HIGLIGHTS,BUILD_BLEND_AND_CACHE_RESULTS,BUILD_COMBINED_RESULTS_MAP,PROCESS_COMBINED_RESULTS,FEATURED_SEARCH_TIME,client_latency_ms,http_status,request_error,zero_results,total_change_pct,result_count_anomaly
2026-09-26T01:15:21.950887+00:00,linear algebra,5977,117288,252307,1,5,282,201,25,107,64,37,1,9,267,231,36,0,275,0,0,496.9,200,,False,0.0,False
2026-09-26T01:30:26.363511+00:00,Migration and Labor 1900,282,517,3985,1,5,908,837,33,724,74,43,1,10,219,184,35,0,900,0,0,4641.9,200,,False,0.0,False
2026-09-26T01:45:16.552759+00:00,cats AND dogs,1323,64702,66025,1,5,1207,314,43,120,149,59,2,12,1182,1142,40,0,1184,0,0,1454.1,200,,False,62.2,True
2026-09-26T02:00:26.788102+00:00,saltwater encroachment AND climate change,9,1382,1458,1,5,628,233,40,94,99,44,2,13,617,574,43,0,618,0,1,947.6,200,,False,0.0,False
2026-09-26T02:15:20.849637+00:00,project management AND software,5910,91079,193966,1,5,1123,383,35,244,102,60,2,11,458,407,51,1,1113,0,1,1400.4,200,,False,0.0,False
2026-09-26T02:30:21.884285+00:00,history of japanese art,4004,34919,88925,1,5,543,492,56,342,89,36,2,22,258,224,34,1,533,0,0,828.0,200,,False,0.0,False
2026-09-26T02:45:18.995723+00:00,science,753028,58155181,76891147,1,5,1222,819,53,551,209,68,1,13,1213,1163,50,0,1213,0,0,1471.7,200,,False,0.0,False
2026-09-26T03:00:28.301508+00:00,maryland history,19586,66370,231551,1,5,962,426,37,320,65,20,1,15,444,408,36,0,921,0,0,1311.7,200,,False,0.0,False
2026-09-26T03:15:17.736944+00:00,linear algebra,5977,117288,252307,1,5,351,299,50,108,135,71,2,17,249,199,50,0,337,0,0,729.3,200,,False,0.0,False
2026-09-26T03:30:22.758060+00:00,Migration and Labor 1900,282,517,3985,1,5,392,325,46,171,101,62,2,17,286,244,42,0,385,0,0,557.0,200,,False,0.0,False
2026-09-26T03:45:18.279193+00:00,cats AND dogs,1323,64702,174837,1,5,631,197,42,37,117,58,2,17,316,276,40,0,622,0,0,782.6,200,,False,164.8,True
2026-09-26T04:00:30.201421+00:00,saltwater encroachment AND climate change,9,1382,1458,1,5,1262,425,58,100,265,119,2,35,1243,1194,49,0,1244,0,1,1570.3,200,,False,0.0,False
2026-09-26T04:15:18.530657+00:00,project management AND software,5910,91079,193966,1,5,635,535,63,263,206,135,1,22,624,572,52,0,625,0,1,1027.9,200,,False,0.0,False
2026-09-26T04:30:25.659824+00:00,history of japanese art,4004,34919,88925,1,5,707,410,27,304,75,42,1,18,699,666,33,0,701,0,0,1077.3,200,,False,0.0,False
2026-09-26T04:45:19.632509+00:00,science,753029,58155181,76891186,1,5,1074,1034,42,663,321,58,2,43,940,887,53,0,1063,0,0,1387.2,200,,False,0.0,False
2026-09-26T05:00:27.452373+00:00,maryland history,19586,66370,231551,1,5,1089,1026,61,794,166,55,3,42,852,810,42,0,1075,0,0,1416.2,200,,False,0.0,False
2026-09-26T05:15:20.911102+00:00,linear algebra,5977,117288,252307,1,5,2699,2646,63,2368,207,130,2,36,316,270,46,0,2687,0,1,3006.6,200,,False,0.0,False
2026-09-26T05:30:24.675929+00:00,Migration and Labor 1900,282,517,3985,1,5,1375,1217,89,871,246,160,2,37,194,148,46,0,1339,0,1,1772.2,200,,False,0.0,False
2026-09-26T05:45:19.275094+00:00,cats AND dogs,1323,64702,174837,1,5,968,443,49,179,213,93,2,38,329,276,53,0,953,0,1,1280.7,200,,False,0.0,False
2026-09-26T06:00:25.983719+00:00,saltwater encroachment AND climate change,9,1382,1458,1,5,890,512,54,210,244,103,3,52,311,266,45,0,873,0,0,1193.7,200,,False,0.0,False
2026-09-26T06:15:23.152338+00:00,project management AND software,5910,91079,193966,1,5,1073,981,85,574,320,205,2,38,374,327,47,0,1053,0,0,1508.3,200,,False,0.0,False
2026-09-26T06:30:23.456707+00:00,history of japanese art,4004,34919,88926,1,5,1257,1182,67,841,263,163,6,54,339,278,61,0,1237,0,1,1602.3,200,,False,0.0,False
2026-09-26T06:45:20.324996+00:00,science,753028,58155181,76891248,1,5,1610,1551,62,1068,415,80,2,42,995,939,56,0,1595,0,0,1998.0,200,,False,0.0,False
2026-09-26T06:52:51.649339+00:00,maryland history,19586,66370,231553,1,5,907,682,42,535,99,25,2,22,671,634,37,0,899,0,0,1102.4,200,,False,0.0,False
